ARocketLogger CSV File
File Version,3
Block Size,1
Block Count,1785059             
Sample Count,1785059             
Sample Rate,1
MAC Address,98:5d:ad:b2:2e:9d
Start Time,Wed Mar 10 03:16:18 2021
Comment,

,I1L_valid,I2L_valid,I1H [nA],I1L [10pA],V1 [10nV],V2 [10nV],I2H [nA],I2L [10pA]
1615675751.005367077,1,1,-46303,642522,-1175600,25833039,127188,88787
1615675752.008910946,1,1,-47252,708508,-1175969,25833161,127251,102412
1615675753.012436604,1,1,-46999,622245,-1175477,25831815,127440,4815
1615675754.015964118,1,1,-50984,375828,-1176706,25832549,124384,-232301
1615675755.019500976,1,1,-51965,520033,-1176214,25833406,126085,-53710
1615675756.023035790,1,1,-45734,809055,-1174003,25833529,128637,258447
1615675757.026567617,1,1,-48359,653091,-1176337,25832427,126274,35935
1615675758.030100435,1,1,-48422,481773,-1176337,25831326,125014,-156245
1615675759.033640678,1,1,-52155,455590,-1175969,25832182,126432,-63307
1615675760.037165983,1,1,-47157,527920,-1175969,25832549,126967,-48491
1615675761.040710161,1,1,-46082,788006,-1174003,25834018,130338,209605
1615675762.044232908,1,1,-49656,637826,-1175846,25833773,125171,19193
1615675763.047765610,1,1,-51870,352168,-1177566,25830714,124604,-292508
1615675764.051298066,1,1,-51174,509605,-1176337,25833406,125014,-64883
1615675765.054832535,1,1,-50542,573330,-1175600,25833529,125959,5498
1615675766.058362008,1,1,-47221,746066,-1174986,25833161,128448,151814
1615675767.061900310,1,1,-46841,629886,-1175600,25833161,127282,11768
1615675768.065433134,1,1,-51649,347086,-1176092,25830836,124478,-288078
1615675769.068954817,1,1,-46651,1088035,-1173511,25833773,130212,420506
1615675770.072501725,1,1,-47663,649778,-1176214,25834018,127377,96317
1615675771.076023940,1,1,-47948,719900,-1174740,25834508,129771,113742
1615675772.079570857,1,1,-47790,623507,-1175723,25833406,128228,6216
1615675773.083092475,1,1,-49909,355831,-1176583,25831937,125802,-265207
1615675774.086600387,1,1,-52566,515967,-1175354,25833161,128165,-56985
1615675775.090166498,1,1,-45734,778244,-1174126,25836221,126999,240234
1615675776.093696520,1,1,-50478,680449,-1175354,25834018,126243,65180
1615675777.097225275,1,1,-47632,604140,-1175723,25832305,124226,-15585
1615675778.100756276,1,1,-48296,420362,-1175354,25832427,124415,-173775
1615675779.104278649,1,1,-49182,523573,-1175477,25832917,124510,-52502
1615675780.107822679,1,1,-48834,534422,-1174494,25833284,127975,152182
1615675781.111369232,1,1,-68127,-1290601,-1181498,25830714,110521,-1427379
1615675782.114885960,1,1,-50257,460760,-1177075,25831937,123943,-181778
1615675783.118423176,1,1,-51111,488696,-1174371,25833406,124636,-87386
1615675784.121948096,1,1,-49182,529479,-1175846,25833284,127471,-46057
1615675785.125494034,1,1,-47822,786289,-1173511,25834630,128952,207118
1615675786.129012508,1,1,-49182,637230,-1173265,25833161,128007,18755
1615675787.132557055,1,1,-52155,349662,-1175354,25832182,122430,-293612
1615675788.136084265,1,1,-49719,508185,-1175109,25833406,125077,-64550
1615675789.139612351,1,1,-48676,616584,-1173880,25834753,125108,58894
1615675790.143150396,1,1,-49023,717779,-1173265,25834630,126306,114390
1615675791.146686768,1,1,-137425,-8367696,-1202142,25833406,125833,-14920
1615675792.150213659,1,1,-51807,125731,-1176706,25832060,121895,-467824
1615675793.153749802,1,1,-49403,516300,-1174740,25834753,125392,-57177
1615675794.157288039,1,1,-45892,795069,-1173511,25835487,129173,256660
1615675795.160829884,1,1,-49529,671721,-1173757,25833529,127786,56354
1615675796.164374069,1,1,-47442,589103,-1174986,25834018,126274,-32432
1615675797.167881662,1,1,-51364,438256,-1174986,25833896,124667,-150010
1615675798.171419260,1,1,-50542,523766,-1173880,25834018,123974,-51819
1615675799.174951514,1,1,-45987,804621,-1174248,25836099,129362,242511
1615675800.178478712,1,1,-47853,649831,-1172897,25832794,128480,31889
1615675801.182026653,1,1,-50953,411143,-1174986,25833039,124667,-235856
1615675802.185550647,1,1,-59682,-611186,-1178426,25833406,126243,-70889
1615675803.189081505,1,1,-50320,439062,-1173511,25833406,126054,-129573
1615675804.192630254,1,1,-48454,764995,-1172651,25835365,128858,178696
1615675805.196150564,1,1,-46556,631464,-1174371,25834385,125329,13099
1615675806.199676014,1,1,-53420,347191,-1174371,25832794,122840,-288183
1615675807.203216123,1,1,-49213,509833,-1174003,25834141,123250,-62116
1615675808.206744967,1,1,-47600,697607,-1172282,25835487,129645,149555
1615675809.210275852,1,1,-48138,697291,-1172897,25834630,126432,86668
1615675810.213808981,1,1,-47569,618705,-1174863,25833039,127093,2644
1615675811.217338522,1,1,-51522,384434,-1174863,25834385,125455,-219832
1615675812.220867388,1,1,-49656,519717,-1173880,25833406,125865,-53185
1615675813.224413744,1,1,-59998,-542344,-1176952,25835977,126306,278148
1615675814.227947336,1,1,-48644,636231,-1174371,25835120,124415,13607
1615675815.231475396,1,1,-48011,542641,-1174126,25832794,124699,-85512
1615675816.235015622,1,1,-49782,461250,-1174494,25834263,125234,-120362
1615675817.238518038,1,1,-50004,524432,-1173634,25834997,123880,-50277
1615675818.242073133,1,1,-45892,802921,-1172651,25835854,128322,240637
1615675819.245602513,1,1,-48612,650427,-1173265,25834630,127566,33168
1615675820.249134480,1,1,-48549,436626,-1175354,25832917,125045,-207608
1615675821.252682898,1,1,-48707,490887,-1173388,25833161,126274,-84689
1615675822.256205648,1,1,-49087,529865,-1173634,25833773,124447,-44936
1615675823.259735972,1,1,-43710,784484,-1172159,25835609,129267,206312
1615675824.263268275,1,1,-58132,-299941,-1175477,25832672,118524,-525685
1615675825.266808246,1,1,-50478,333924,-1174740,25832794,122178,-312262
1615675826.270337882,1,1,-49561,510166,-1173634,25834630,125045,-63026
1615675827.273867899,1,1,-45671,668321,-1172528,25836833,125550,118138
1615675828.277402034,1,1,-45260,702917,-1172897,25836099,127849,94006
1615675829.280928703,1,1,-48043,616584,-1173511,25834018,127188,1698
1615675830.284467144,1,1,-51364,390410,-1174371,25833651,123943,-212372
1615675831.288010002,1,1,-48992,520927,-1173634,25834385,127408,-52747
1615675832.291525499,1,1,-47537,805164,-1171299,25837690,129078,252072
1615675833.295053262,1,1,-46651,652144,-1172282,25834385,127597,34884
1615675834.298607764,1,1,-48992,429844,-1174126,25833529,125676,-214176
1615675835.302131748,1,1,-53957,41291,-1174740,25833529,123785,-310704
1615675836.305664314,1,1,-49624,534299,-1172282,25833773,126526,-42064
1615675837.309178348,1,1,-47600,757441,-1172159,25835609,129456,165666
1615675838.312736156,1,1,-51206,627678,-1172037,25835854,125424,10384
1615675839.316262485,1,1,-50826,346735,-1174986,25833529,122115,-279339
1615675840.319792919,1,1,-50194,511778,-1174126,25836221,125329,-59436
1615675841.323327453,1,1,-46968,748888,-1170439,25836221,128070,209220
1615675842.326860514,1,1,-47315,686075,-1171176,25835854,125266,73586
1615675843.330390778,1,1,-47853,609836,-1173388,25834630,126180,-5849
1615675844.333922808,1,1,-52850,409741,-1173265,25833406,125171,-186138
1615675845.337453676,1,1,-47727,520436,-1172528,25834997,127282,-52904
1615675846.340995562,1,1,-47031,735884,-1171545,25836589,128165,221566
1615675847.344523831,1,1,-50415,651443,-1171914,25835854,125739,30156
1615675848.348057714,1,1,-49782,503103,-1172282,25833406,124384,-130204
1615675849.351587562,1,1,-48739,474921,-1172897,25835242,125392,-101501
1615675850.355119048,1,1,-49150,523748,-1171668,25835242,127849,-49770
1615675851.358660958,1,1,-46809,798242,-1171054,25836221,127660,229271
1615675852.362177550,1,1,-50447,643504,-1171914,25836221,127062,26321
1615675853.365723601,1,1,-53451,382997,-1173265,25833773,122935,-264418
1615675854.369252692,1,1,-51554,497389,-1171914,25835242,125108,-75635
1615675855.372785738,1,1,-47822,536788,-1173880,25836466,122840,-36233
1615675856.376324543,1,1,-46999,775458,-1171422,25837201,126747,192845
1615675857.379856056,1,1,-49150,570315,-1171299,25834753,127944,-18790
1615675858.383384887,1,1,-53230,344141,-1174371,25833651,121139,-300599
1615675859.386916557,1,1,-50826,505188,-1171914,25834875,125361,-67615
1615675860.390454260,1,1,-48929,579306,-1171422,25835854,128480,15550
1615675861.393985725,1,1,-46809,741422,-1171545,25836466,130086,146630
1615675862.397530245,1,1,-48138,626977,-1171299,25835609,127881,10665
1615675863.401051233,1,1,-54653,346034,-1173757,25833896,122746,-286414
1615675864.404603320,1,1,-52281,508623,-1172651,25836833,124604,-63272
1615675865.408111531,1,1,-49941,619073,-1171176,25836711,126274,60662
1615675866.411650652,1,1,-47189,733886,-1170931,25835854,129677,134214
1615675867.415179347,1,1,-49182,627485,-1171914,25835365,128637,11348
1615675868.418720159,1,1,-52534,396229,-1172774,25833773,123911,-307762
1615675869.422246205,1,1,-49182,503418,-1172774,25836221,126778,-69891
1615675870.425777120,1,1,-49182,602738,-1170685,25835854,125644,42064
1615675871.429311749,1,1,-47062,776089,-1170685,25836833,127912,138855
1615675872.432840190,1,1,-47537,627380,-1170931,25835120,125613,11190
1615675873.436380363,1,1,-51902,343791,-1171545,25834263,123092,-290424
1615675874.439909510,1,1,-50542,504557,-1171668,25835977,127692,-65881
1615675875.443444647,1,1,-47663,567458,-1171176,25836466,126841,2626
1615675876.446964760,1,1,-45449,759036,-1170685,25837201,127156,170955
1615675877.450510351,1,1,-49751,635565,-1172282,25835120,128385,20226
1615675878.454035738,1,1,-54400,349101,-1172774,25834141,123659,-294119
1615675879.457578711,1,1,-48328,813629,-1169579,25836711,127629,175666
1615675880.461110193,1,1,-48138,537734,-1171054,25836221,126463,-34149
1615675881.464645467,1,1,-47632,771672,-1170562,25837445,128763,189361
1615675882.468169335,1,1,-45924,633865,-1170070,25836589,127881,18563
1615675883.471715431,1,1,-51111,351730,-1172774,25834630,122746,-293174
1615675884.475238142,1,1,-52439,502209,-1169825,25835609,124321,-70014
1615675885.478770441,1,1,-48707,552035,-1169579,25835609,126274,-15848
1615675886.482299918,1,1,-48549,757529,-1169333,25837690,127093,168854
1615675887.485837469,1,1,-47695,631884,-1170070,25836466,127377,15340
1615675888.489373319,1,1,-51111,344544,-1172651,25833773,123880,-293962
1615675889.492900063,1,1,-52376,506906,-1171422,25836589,124069,-65075
1615675890.496438032,1,1,-51206,383855,-1171668,25836833,122809,-162549
1615675891.499982258,1,1,-46556,745628,-1169579,25837201,130590,151797
1615675892.503507695,1,1,-48676,629150,-1170439,25836711,127156,12171
1615675893.507046368,1,1,-50415,344860,-1172897,25834630,123124,-295678
1615675894.510568370,1,1,-50225,501999,-1171299,25835242,125865,-69524
1615675895.514101489,1,1,-51933,542834,-1170439,25835977,126621,-26986
1615675896.517625401,1,1,-46968,776159,-1169825,25837813,127062,196768
1615675897.521165086,1,1,-47758,639771,-1171054,25837445,129645,23519
1615675898.524695503,1,1,-51649,391444,-1171791,25834141,121202,-255330
1615675899.528237047,1,1,-51965,488468,-1170685,25836711,124258,-84462
1615675900.531757553,1,1,-50004,522539,-1170808,25836711,125171,-49297
1615675901.535301532,1,1,-47252,775983,-1169333,25834753,103338,-2109309
1615675902.538830263,1,1,-47980,647465,-1169825,25836833,125739,29735
1615675903.542370807,1,1,-50573,519139,-1171422,25834385,125171,-109942
1615675904.545889525,1,1,-49972,444899,-1170931,25836466,125234,-138452
1615675905.549456444,1,1,-47474,520822,-1169825,25836956,125739,-51976
1615675906.552961849,1,1,-46462,805112,-1167859,25839893,130055,262124
1615675907.556492966,1,1,-48075,671160,-1169948,25837568,126558,59331
1615675908.560031839,1,1,-46873,611992,-1169210,25835732,125361,-437
1615675909.563561180,1,1,-52534,361212,-1171545,25835242,126022,-251092
1615675910.567090203,1,1,-48359,512391,-1170193,25836589,125424,-58368
1615675911.570629202,1,1,-46303,675296,-1170070,25838057,127219,128925
1615675912.574178459,1,1,-47822,679310,-1169825,25836466,124919,-269655
1615675913.577690976,1,1,-47157,625785,-1170439,25836589,124951,9876
1615675914.581228640,1,1,-50352,345982,-1171914,25834141,121706,-294049
1615675915.584756611,1,1,-47916,500071,-1170439,25835242,126337,-71082
1615675916.588279604,1,1,-51490,530794,-1168842,25837445,126400,-41486
1615675917.591826137,1,1,-48359,792966,-1167981,25837813,128133,225436
1615675918.595345906,1,1,-50162,647658,-1168350,25837078,124163,31224
1615675919.598887840,1,1,-47790,518508,-1171299,25836344,124856,-112656
1615675920.602418452,1,1,-49688,432700,-1170685,25835977,123848,-153443
1615675921.605970596,1,1,-47252,516440,-1170070,25834753,127282,-53973
1615675922.609484598,1,1,-47221,779278,-1166998,25838914,131063,243456
1615675923.613026116,1,1,-34601,2098693,-1163804,25838547,132071,746533
1615675924.616550505,1,1,-46968,622595,-1169579,25837201,126904,5884
1615675925.620087899,1,1,-52060,345684,-1170808,25835487,124100,-288586
1615675926.623626661,1,1,-46841,501648,-1169825,25837935,124762,-68438
1615675927.627160868,1,1,-50415,537208,-1170316,25837078,126054,-33220
1615675928.630688959,1,1,-48043,787586,-1168965,25839281,130181,214473
1615675929.634222161,1,1,-49023,644380,-1169333,25837201,125896,28212
1615675930.637750259,1,1,-49782,459796,-1169948,25835609,125770,-179378
1615675931.641291701,1,1,-50953,468261,-1170193,25837323,125014,-108401
1615675932.644849318,1,1,-50573,520559,-1168965,25836589,125865,-51048
1615675933.648351870,1,1,-48264,806777,-1167613,25839649,129236,254314
1615675934.651884610,1,1,-55317,-91135,-1172159,25836589,119784,-586733
1615675935.655410451,1,1,-50162,547251,-1170070,25836711,124762,-77597
1615675936.658951530,1,1,-51143,442971,-1169087,25836956,122241,-140484
1615675937.662483797,1,1,-50984,520103,-1169210,25837201,124951,-51328
1615675938.666010032,1,1,-47126,801098,-1167367,25837935,127597,251652
1615675939.669557601,1,1,-48296,655965,-1169333,25837201,127314,41731
1615675940.673101883,1,1,-49846,540924,-1169702,25836833,126148,-84777
1615675941.676632380,1,1,-53578,449806,-1170193,25837690,126243,-132953
1615675942.680156568,1,1,-50257,520120,-1169087,25837445,127975,-51696
1615675943.683675908,1,1,-46715,803692,-1167367,25840995,127881,251845
1615675944.687215353,1,1,-48106,654370,-1169579,25838547,127062,39437
1615675945.690744924,1,1,-53009,406657,-1169456,25836221,123124,-245838
1615675946.694272320,1,1,-50415,428214,-1170070,25837201,125203,-157436
1615675947.697822044,1,1,-50731,517912,-1168965,25837813,126526,-53377
1615675948.701338480,1,1,-47126,802746,-1166138,25840138,127975,262650
1615675949.704879132,1,1,-49466,674648,-1168965,25837323,126652,62256
1615675950.708409737,1,1,-49403,615830,-1168965,25835977,124982,1155
1615675951.711939611,1,1,-49529,361615,-1170808,25834630,122430,-251284
1615675952.715472073,1,1,-49782,510691,-1168842,25838180,125644,-59314
1615675953.719004187,1,1,-50257,702286,-1166753,25840138,125928,159222
1615675954.722547996,1,1,-46114,709875,-1167736,25837568,125329,106930
1615675955.726067235,1,1,-49308,620773,-1169210,25838669,125266,7215
1615675956.729600743,1,1,-50731,343791,-1170439,25836589,124132,-305748
1615675957.733127209,1,1,-48043,507361,-1168227,25836589,125613,-63674
1615675958.736666787,1,1,-50036,641944,-1168596,25839037,126495,89978
1615675959.740202222,1,1,-47094,720128,-1167859,25838057,127219,118295
1615675960.743736221,1,1,-47790,621211,-1169087,25837813,124226,7442
1615675961.747270686,1,1,-49403,349347,-1170193,25835609,120572,-274208
1615675962.750805401,1,1,-47442,510481,-1168842,25837813,124856,-60067
1615675963.754331085,1,1,-48454,708123,-1167613,25838792,127849,166682
1615675964.757863035,1,1,-47062,696275,-1168842,25838302,126621,90311
1615675965.761398217,1,1,-50510,618494,-1168350,25837201,126684,5621
1615675966.764934106,1,1,-50763,361422,-1170316,25836589,121611,-248149
1615675967.768473482,1,1,-52313,511130,-1168965,25838792,124132,-62466
1615675968.771997817,1,1,-47853,782591,-1167613,25840505,129236,245803
1615675969.775542561,1,1,-50352,676348,-1167736,25838914,127629,64918
1615675970.779071244,1,1,-48359,602072,-1168596,25838057,124856,-12136
1615675971.782597893,1,1,-50257,400312,-1169210,25836589,124793,-195420
1615675972.786131438,1,1,-51522,517772,-1168227,25837690,125140,-51433
1615675973.789662939,1,1,-48581,802413,-1166507,25840750,129330,262632
1615675974.793200543,1,1,-48454,665114,-1168227,25839159,126621,52274
1615675975.796727780,1,1,-49624,596113,-1167367,25838669,126967,-18755
1615675976.800267203,1,1,-50858,392110,-1169210,25837323,122651,-207311
1615675977.803789686,1,1,-50289,513390,-1168719,25837935,124699,-55654
1615675978.807335044,1,1,-46588,842916,-1165893,25839649,128448,310301
1615675979.810868836,1,1,-47410,689650,-1166753,25838425,125739,81099
1615675980.814390707,1,1,-49055,620475,-1167736,25837813,125991,6654
1615675981.817896046,1,1,-49688,348050,-1169456,25836589,123313,-273700
1615675982.821457024,1,1,-48328,508290,-1168227,25837813,126369,-62168
1615675983.825007633,1,1,-50162,573750,-1168719,25838669,125550,10542
1615675984.828526965,1,1,-46462,766449,-1165893,25839526,129425,184667
1615675985.832055523,1,1,-50953,636020,-1167736,25837690,126054,21312
1615675986.835584860,1,1,-52091,395773,-1170439,25837201,125329,-247992
1615675987.839125828,1,1,-50004,482948,-1168473,25838302,128133,-89785
1615675988.842654763,1,1,-36752,1701412,-1164295,25839281,135033,875740
1615675989.846198312,1,1,-46082,817047,-1166138,25839404,128165,258149
1615675990.849716825,1,1,-48960,650216,-1166261,25838669,126085,34621
1615675991.853255457,1,1,-47221,516580,-1168596,25837813,124951,-110730
1615675992.856785535,1,1,-52028,453872,-1168473,25837935,124478,-125248
1615675993.860321813,1,1,-50700,517684,-1167613,25838302,125644,-52502
1615675994.863847700,1,1,-44564,802185,-1165770,25841729,127786,248517
1615675995.867387234,1,1,-48549,650304,-1167367,25839404,126306,35935
1615675996.870918340,1,1,-48169,514495,-1167736,25837078,124699,-116754
1615675997.874451028,1,1,-50415,460567,-1167613,25838302,123817,-115914
1615675998.877982560,1,1,-48834,521277,-1167367,25838792,129362,-49104
1615675999.881511145,1,1,-46683,721828,-1165401,25839649,128700,232756
1615676000.885067001,1,1,-56709,-199323,-1170808,25837323,119626,-619692
1615676001.888579466,1,1,-50510,492359,-1168227,25836833,125770,-141114
1615676002.892114880,1,1,-49782,464668,-1168227,25837690,124573,-111693
1615676003.895661180,1,1,-48897,520401,-1168842,25839404,123754,-49805
1615676004.899175136,1,1,-48865,798960,-1166138,25841729,129614,243666
1615676005.902721578,1,1,-46208,648376,-1166507,25838669,126810,34271
1615676006.906245371,1,1,-48517,482492,-1167736,25837690,124384,-151166
1615676007.909785599,1,1,-50510,473676,-1167613,25838057,126180,-101081
1615676008.913311416,1,1,-50225,521400,-1167121,25838425,120824,-49700
1615676009.916839691,1,1,-46809,796629,-1166015,25840873,125928,235138
1615676010.920376204,1,1,-86535,-3316474,-1179409,25839037,126054,28650
1615676011.923908798,1,1,-51364,349785,-1168965,25837813,124541,-291808
1615676012.927445311,1,1,-49529,474430,-1167490,25838425,125581,-98559
1615676013.930975905,1,1,-49782,518683,-1167244,25838057,125676,-51871
1615676014.934519477,1,1,-47822,797295,-1164664,25840261,127944,236276
1615676015.938042841,1,1,-50004,647132,-1165893,25838425,125959,32853
1615676016.941578496,1,1,-49972,465544,-1167490,25838057,124825,-172881
1615676017.945103455,1,1,-47569,473974,-1166998,25838669,125266,-99750
1615676018.948649530,1,1,-50225,520716,-1167244,25839771,123596,-50663
1615676019.952173388,1,1,-46746,798329,-1165278,25841240,129110,236364
1615676020.955699000,1,1,-48486,646308,-1166384,25839526,128480,32625
1615676021.959239684,1,1,-55128,-81426,-1168473,25839404,123502,-171235
1615676022.962767546,1,1,-51712,420765,-1166507,25839159,123313,-156525
1615676023.966306241,1,1,-48138,520453,-1165893,25839649,123722,-50715
1615676024.969800613,1,1,-47663,796138,-1163435,25841852,129803,236469
1615676025.973365595,1,1,-46177,649603,-1164909,25839526,126463,33851
1615676026.976908725,1,1,-46082,485892,-1166998,25837445,127314,-146052
1615676027.980439713,1,1,-50510,463634,-1166753,25838669,125455,-111115
1615676028.983969881,1,1,-49245,517614,-1167367,25839526,126810,-51573
1615676029.987499911,1,1,-47284,798802,-1166753,25841729,128102,245418
1615676030.991039045,1,1,-48201,648306,-1166753,25839893,128322,36215
1615676031.994562678,1,1,-47758,518420,-1166998,25838302,124289,-109434
1615676032.998101670,1,1,-46240,1187776,-1163066,25841240,134592,824446
1615676034.001641224,1,1,-49182,501893,-1166998,25838792,125707,-74164
1615676035.005162026,1,1,-45955,798504,-1164418,25841485,130527,243053
1615676036.008702598,1,1,-46715,648113,-1166384,25839649,125865,34376
1615676037.012235300,1,1,-51111,482807,-1166876,25837813,124667,-151464
1615676038.015764432,1,1,-50352,472257,-1165647,25840261,127030,-100415
1615676039.019303945,1,1,-49909,519192,-1164909,25839893,126747,-50137
1615676040.022836367,1,1,-46778,797155,-1163926,25841362,128417,234630
1615676041.026374796,1,1,-50289,645484,-1165770,25839893,128228,31014
1615676042.029906590,1,1,-51269,432280,-1167613,25838914,123439,-207836
1615676043.033430245,1,1,-50478,483438,-1165893,25838914,127723,-88139
1615676044.036964247,1,1,-55096,286340,-1166138,25839649,125487,-137016
1615676045.040519530,1,1,-48581,782135,-1163804,25842097,130685,212634
1615676046.044038456,1,1,-47948,641962,-1164909,25839893,126400,27039
1615676047.047552438,1,1,-52534,409987,-1166015,25837813,125045,-232318
1615676048.051091954,1,1,-51554,486576,-1165647,25840016,123376,-83516
1615676049.054628433,1,1,-51048,522767,-1164664,25841362,126432,-48106
1615676050.058163864,1,1,-48106,793299,-1164664,25840628,126526,228063
1615676051.061689960,1,1,-48739,641664,-1165155,25840261,125707,28982
1615676052.065220897,1,1,-54147,440885,-1166753,25837690,121611,-198274
1615676053.068756307,1,1,-50826,475639,-1166384,25839771,123911,-96773
1615676054.072296437,1,1,-49340,520559,-1165893,25839893,123848,-49892
1615676055.075827070,1,1,-52186,555874,-1164664,25840628,127156,104741
1615676056.079359437,1,1,-51743,644328,-1165032,25839771,124888,27459
1615676057.082882512,1,1,-50225,540275,-1165155,25839526,126211,-84146
1615676058.086419789,1,1,-49656,430527,-1166384,25839526,126558,-153233
1615676059.089958143,1,1,-49877,516054,-1165893,25840261,126274,-53395
1615676060.093498452,1,1,-49245,788988,-1163681,25842219,128007,255347
1615676061.097028110,1,1,-48707,683516,-1165032,25841117,127440,76616
1615676062.100545719,1,1,-47189,617723,-1164664,25840138,126180,5796
1615676063.104084287,1,1,-50953,349206,-1165770,25839649,120446,-273718
1615676064.107622647,1,1,-51111,504820,-1164909,25840873,123848,-63026
1615676065.111151219,1,1,-47822,568843,-1164909,25840138,126558,9281
1615676066.114682784,1,1,-49751,687442,-1163312,25841852,125896,134932
1615676067.118216146,1,1,-47853,629010,-1164787,25840505,126117,12328
1615676068.121746124,1,1,-49941,392741,-1166138,25838057,124100,-250076
1615676069.125343880,1,1,-48897,480196,-1165278,25839649,124888,-93008
1615676070.128821481,1,1,-51111,517316,-1165401,25840261,125361,-52484
1615676071.132354603,1,1,-46778,801186,-1163681,25841729,129110,254366
1615676072.135887522,1,1,-47379,663238,-1164049,25841117,127629,53027
1615676073.139416778,1,1,-47790,606226,-1164295,25839404,129267,-3800
1615676074.142948930,1,1,-50573,357671,-1165524,25839526,125424,-253823
1615676075.146476419,1,1,-50036,507151,-1164664,25840873,125298,-60067
1615676076.150020747,1,1,-47600,616759,-1164295,25840750,127881,64445
1615676077.153545710,1,1,-46683,742088,-1162452,25842464,126999,159975
1615676078.157086061,1,1,-47062,626574,-1164787,25840628,127534,9754
1615676079.160618161,1,1,-47695,355340,-1165893,25839037,124478,-287955
1615676080.164155984,1,1,-50320,492096,-1166138,25840750,125581,-77089
1615676081.167683634,1,1,-50889,522329,-1165278,25840505,125802,-47335
1615676082.171219158,1,1,-49340,793106,-1162575,25842586,127597,230970
1615676083.174738527,1,1,-47315,687529,-1163681,25840383,127408,33518
1615676084.178277438,1,1,-53863,473694,-1165278,25840261,125928,-158189
1615676085.181807136,1,1,-52091,465509,-1164541,25840873,126274,-106440
1615676086.185351944,1,1,-50984,514600,-1164418,25841117,125707,-51731
1615676087.188865897,1,1,-47948,795157,-1162698,25843320,128165,243211
1615676088.192413706,1,1,-56330,-148025,-1166630,25839526,121926,-566314
1615676089.195942361,1,1,-50605,523345,-1165278,25840261,128196,-103357
1615676090.199479154,1,1,-51902,444478,-1164909,25841729,125203,-135895
1615676091.203005808,1,1,-48043,515739,-1164664,25841362,125455,-53377
1615676092.206545630,1,1,-46778,800695,-1162083,25842709,125802,257221
1615676093.210069602,1,1,-48043,658734,-1164295,25841729,129204,48088
1615676094.213605844,1,1,-47758,587035,-1164664,25840383,125298,-28177
1615676095.217135803,1,1,-51965,402871,-1164541,25839893,125455,-188537
1615676096.220683725,1,1,-49751,514144,-1164664,25842586,125581,-53290
1615676097.224203062,1,1,-48486,797470,-1162698,25843198,128795,261441
1615676098.227733017,1,1,-47916,668514,-1163435,25840995,125707,58263
1615676099.231274484,1,1,-52787,205300,-1165155,25840505,122462,-378231
1615676100.234814358,1,1,-53578,371990,-1164664,25839893,123659,-230760
1615676101.238337301,1,1,-51364,512269,-1164295,25841607,125361,-56529
1615676102.241870823,1,1,-48644,766449,-1162329,25844667,129551,234087
1615676103.245400134,1,1,-48581,688844,-1163189,25842341,126841,84321
1615676104.248924128,1,1,-50605,618827,-1162943,25841974,125991,6549
1615676105.252472440,1,1,-50067,348348,-1165770,25840016,123565,-271161
1615676106.256011650,1,1,-51870,507554,-1164295,25842341,125644,-60522
1615676107.259538198,1,1,-49182,620615,-1162083,25842586,128322,68175
1615676108.263068739,1,1,-47442,735884,-1161469,25842709,128889,144599
1615676109.266594694,1,1,-49877,625925,-1162206,25842097,125140,14815
1615676110.270144730,1,1,-53167,337674,-1164787,25840628,124384,-282631
1615676111.273668413,1,1,-52344,493130,-1164049,25841852,125298,-76178
1615676112.277206218,1,1,-51459,527324,-1163804,25842341,122273,-42695
1615676113.280726757,1,1,-48612,790513,-1162206,25842709,127282,223825
1615676114.284281558,1,1,-48454,641874,-1162820,25842097,124856,29683
1615676115.287793978,1,1,-50763,446634,-1164787,25840628,123848,-189133
1615676116.291332422,1,1,-51079,472502,-1163558,25841974,125802,-99137
1615676117.294862016,1,1,-49846,518420,-1164049,25840750,126841,-50102
1615676118.298394160,1,1,-46208,797278,-1162206,25843076,127377,243596
1615676119.301927227,1,1,-49593,651215,-1163926,25841852,126432,38387
1615676120.305460136,1,1,-48739,533738,-1162575,25841974,125928,-91694
1615676121.309001566,1,1,-48802,426339,-1163312,25838057,112065,-1314949
1615676122.312524572,1,1,-51427,514495,-1162820,25842586,126589,-54936
1615676123.316040355,1,1,-48581,801116,-1161469,25843565,127786,257554
1615676124.319591375,1,1,-47189,658699,-1162329,25842709,126306,48334
1615676125.323128321,1,1,-49055,587456,-1163189,25842097,127944,-27126
1615676126.326651149,1,1,-50636,399331,-1164295,25841240,124604,-194211
1615676127.330201264,1,1,-47632,514372,-1162820,25841362,126432,-53727
1615676128.333714391,1,1,-46841,792528,-1160609,25843320,127660,258727
1615676129.337257132,1,1,-48929,676435,-1163312,25843443,128165,67212
1615676130.340788758,1,1,-47916,611869,-1161837,25841607,125928,1383
1615676131.344322901,1,1,-50036,358635,-1164541,25841729,123722,-247677
1615676132.347853227,1,1,-51585,447825,-1163926,25839159,106331,-2032868
1615676133.351389025,1,1,-46462,729171,-1161715,25844667,128889,192723
1615676134.354933996,1,1,-47916,693541,-1161592,25843198,125298,90924
1615676135.358459060,1,1,-48960,621071,-1162329,25841974,123911,7670
1615676136.361985038,1,1,-52281,348540,-1163681,25839159,121926,-266257
1615676137.365544731,1,1,-48517,507642,-1162452,25841362,125487,-59226
1615676138.369049372,1,1,-45924,703916,-1161100,25843688,128763,165947
1615676139.372591333,1,1,-47157,698711,-1162820,25842586,125171,97053
